Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
69,47,Parasect,Mushroom Pokemon,NULL,NULL,NULL,10,295,Bug,Grass,Effect Spore,Contact with the Pokémon may inflict poison sleep or paralysis on its attacker,Dry Skin,Restores HP in rain or when hit by Watertype moves Reduces HP in harsh sunlight and increases the damage received from Firetype moves,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,NULL,NULL,50,50,70,Red,Kanto,60,95,80,60,80,30,0,2,1,0,0,0,75,Medium Fast,1000000,142,Bug,Grass,20,68,Level 24
70,48,Venonat,Insect Pokemon,NULL,NULL,NULL,10,300,Bug,Poison,Compound Eyes,The Pokémons compound eyes boost its accuracy,Tinted Lens,The Pokémon can use not very effective moves to deal regular damage,Run Away,Enables a sure getaway from wild Pokémon,NULL,NULL,50,50,70,Red,Kanto,60,55,50,40,55,45,0,0,0,0,1,0,190,Medium Fast,1000000,61,Bug,NULL,20,NULL,NULL
71,49,Venomoth,Poison Moth Pokemon,NULL,NULL,NULL,15,125,Bug,Poison,Shield Dust,This Pokémons dust blocks the additional effects of attacks taken,Tinted Lens,The Pokémon can use not very effective moves to deal regular damage,Wonder Skin,Makes status moves more likely to miss,NULL,NULL,50,50,70,Red,Kanto,70,65,60,90,75,90,0,0,0,1,0,1,75,Medium Fast,1000000,158,Bug,NULL,20,70,Level 31
72,50,Diglett,Mole Pokemon,NULL,NULL,NULL,02,08,Ground,NULL,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,Arena Trap,Prevents opposing Pokémon from fleeing,Sand Force,Boosts the power of Rock Ground and Steeltype moves in a sandstorm,NULL,NULL,50,50,70,Red,Kanto,10,55,25,35,45,95,0,0,0,0,0,1,255,Medium Fast,1000000,53,Field,NULL,20,NULL,NULL
73,51,Dugtrio,Mole Pokemon,NULL,NULL,NULL,07,333,Ground,NULL,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,Arena Trap,Prevents opposing Pokémon from fleeing,Sand Force,Boosts the power of Rock Ground and Steeltype moves in a sandstorm,NULL,NULL,50,50,70,Red,Kanto,35,100,50,50,70,120,0,0,0,0,0,2,50,Medium Fast,1000000,149,Field,NULL,20,72,Level 26
74,50,Diglett,Mole Pokemon,Alola,72,NULL,02,10,Ground,Steel,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,Tangling Hair,Contact with the Pokémon lowers the attackers Speed stat,Sand Force,Boosts the power of Rock Ground and Steeltype moves in a sandstorm,NULL,NULL,50,50,70,Sun,Alola,10,55,30,35,45,90,0,0,0,0,0,1,255,Medium Fast,1000000,53,Field,NULL,20,NULL,NULL
75,51,Dugtrio,Mole Pokemon,Alola,73,NULL,07,666,Ground,Steel,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,Tangling Hair,Contact with the Pokémon lowers the attackers Speed stat,Sand Force,Boosts the power of Rock Ground and Steeltype moves in a sandstorm,NULL,NULL,50,50,70,Sun,Alola,35,100,60,50,70,110,0,2,0,0,0,0,50,Medium Fast,1000000,149,Field,NULL,20,74,Level 26 In Alola
76,16,Pidgey,Tiny Bird Pokemon,NULL,NULL,NULL,03,18,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Tangled Feet,Raises evasiveness if the Pokémon is confused,Big Pecks,Protects the Pokémon from Defenselowering effects,NULL,NULL,50,50,70,Red,Kanto,40,45,40,35,35,56,0,0,0,0,0,1,255,Medium Slow,1059860,50,Flying,NULL,15,NULL,NULL
77,17,Pidgeotto,Bird Pokemon,NULL,NULL,NULL,11,300,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Tangled Feet,Raises evasiveness if the Pokémon is confused,Big Pecks,Protects the Pokémon from Defenselowering effects,NULL,NULL,50,50,70,Red,Kanto,63,60,55,50,50,71,0,0,0,0,0,2,120,Medium Slow,1059860,122,Flying,NULL,15,76,Level 18
78,18,Pidgeot,Bird Pokemon,NULL,NULL,NULL,15,395,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Tangled Feet,Raises evasiveness if the Pokémon is confused,Big Pecks,Protects the Pokémon from Defenselowering effects,NULL,NULL,50,50,70,Red,Kanto,83,80,75,70,70,101,0,0,0,0,0,3,45,Medium Slow,1059860,216,Flying,NULL,15,77,Level 36
79,18,Pidgeot,Bird Pokemon,Mega,78,NULL,22,505,Normal,Flying,No Guard,The Pokémon employs noguard tactics to ensure incoming and outgoing attacks always land,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Omega Ruby,Kalos,83,80,80,135,80,121,0,0,0,0,0,3,45,Medium Slow,1059860,261,Flying,NULL,15,NULL,NULL
80,19,Rattata,Mouse Pokemon,NULL,NULL,NULL,03,35,Normal,NULL,Run Away,Enables a sure getaway from wild Pokémon,Guts,Its so gutsy that having a status condition boosts the Pokémons Attack stat,Hustle,Boosts the Attack stat but lowers accuracy,NULL,NULL,50,50,70,Red,Kanto,30,56,35,25,35,72,0,0,0,0,0,1,255,Medium Fast,1000000,51,Field,NULL,15,NULL,NULL
81,19,Rattata,Mouse Pokemon,Alola,80,NULL,03,38,Dark,Normal,Gluttony,Makes the Pokémon eat a held Berry when its HP drops to half or less which is sooner than usual,Hustle,Boosts the Attack stat but lowers accuracy,Thick Fat,The Pokémon is protected by a layer of thick fat which halves the damage taken from Fire and Icetype moves,NULL,NULL,50,50,70,Sun,Alola,30,56,35,25,35,72,0,0,0,0,0,1,255,Medium Fast,1000000,51,Field,NULL,15,NULL,NULL
82,20,Raticate,Mouse Pokemon,NULL,NULL,NULL,07,185,Normal,NULL,Run Away,Enables a sure getaway from wild Pokémon,Guts,Its so gutsy that having a status condition boosts the Pokémons Attack stat,Hustle,Boosts the Attack stat but lowers accuracy,NULL,NULL,50,50,70,Red,Kanto,55,81,60,50,70,97,0,0,0,0,0,2,127,Medium Fast,1000000,145,Field,NULL,15,80,Level 20
83,20,Raticate,Mouse Pokemon,Alola,82,NULL,07,255,Dark,Normal,Gluttony,Makes the Pokémon eat a held Berry when its HP drops to half or less which is sooner than usual,Hustle,Boosts the Attack stat but lowers accuracy,Thick Fat,The Pokémon is protected by a layer of thick fat which halves the damage taken from Fire and Icetype moves,NULL,NULL,50,50,70,Sun,Alola,75,71,70,40,80,77,0,0,0,0,0,2,127,Medium Fast,1000000,145,Field,NULL,15,81,Level 20
84,21,Spearow,Tiny Bird Pokemon,NULL,NULL,NULL,03,20,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking,NULL,NULL,50,50,70,Red,Kanto,40,60,30,31,31,70,0,0,0,0,0,1,255,Medium Fast,1000000,52,Flying,NULL,15,NULL,NULL
85,22,Fearow,Beak Pokemon,NULL,NULL,NULL,12,380,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking,NULL,NULL,50,50,70,Red,Kanto,65,90,65,61,61,100,0,0,0,0,0,2,90,Medium Fast,1000000,155,Flying,NULL,15,84,Level 20
86,23,Ekans,Snake Pokemon,NULL,NULL,NULL,20,69,Poison,NULL,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,70,Red,Kanto,35,60,44,40,54,55,0,1,0,0,0,0,255,Medium Fast,1000000,58,Field,Dragon,20,NULL,NULL
87,24,Arbok,Cobra Pokemon,NULL,NULL,NULL,35,650,Poison,NULL,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,70,Red,Kanto,60,95,69,65,79,80,0,2,0,0,0,0,90,Medium Fast,1000000,157,Field,Dragon,20,86,Level 22
88,172,Pichu,Tiny Mouse Pokemon,NULL,NULL,NULL,03,20,Electric,NULL,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,NULL,NULL,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,NULL,NULL,50,50,70,Gold,Johto,20,40,15,35,35,60,0,0,0,0,0,1,190,Medium Fast,1000000,41,Undiscovered,NULL,10,NULL,NULL
89,25,Pikachu,Mouse Pokemon,NULL,NULL,NULL,04,60,Electric,NULL,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,NULL,NULL,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,NULL,NULL,50,50,70,Red,Kanto,35,55,40,50,50,90,0,0,0,0,0,2,190,Medium Fast,1000000,112,Field,Fairy,10,88,NULL
90,26,Raichu,Mouse Pokemon,NULL,NULL,NULL,08,300,Electric,NULL,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,NULL,NULL,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,NULL,NULL,50,50,70,Red,Kanto,60,90,55,90,80,110,0,0,0,0,0,3,75,Medium Fast,1000000,218,Field,Fairy,10,89,Thunder Stone
91,26,Raichu,Mouse Pokemon,Alola,90,NULL,07,210,Electric,Psychic,Surge Surfer,Doubles the Pokémons Speed stat on Electric Terrain,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun,Alola,60,85,50,95,85,110,0,0,0,0,0,3,75,Medium Fast,1000000,218,Field,Fairy,10,89,Thunder Stone In Alola
92,27,Sandshrew,Mouse Pokemon,NULL,NULL,NULL,06,120,Ground,NULL,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,NULL,NULL,Sand Rush,Boosts the Pokémons Speed stat in a sandstorm,NULL,NULL,50,50,70,Red,Kanto,50,75,85,20,30,40,0,0,1,0,0,0,255,Medium Fast,1000000,60,Field,NULL,20,NULL,NULL
93,27,Sandshrew,Mouse Pokemon,Alola,92,NULL,07,400,Ice,Steel,Snow Cloak,Boosts evasiveness in a hailstorm,NULL,NULL,Slush Rush,Boosts the Pokémons Speed stat in a hailstorm,NULL,NULL,50,50,70,Sun,Alola,50,75,90,10,35,40,0,0,1,0,0,0,255,Medium Fast,1000000,60,Field,NULL,20,NULL,NULL
94,28,Sandslash,Mouse Pokemon,NULL,NULL,NULL,10,295,Ground,NULL,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,NULL,NULL,Sand Rush,Boosts the Pokémons Speed stat in a sandstorm,NULL,NULL,50,50,70,Red,Kanto,75,100,110,45,55,65,0,0,2,0,0,0,90,Medium Fast,1000000,158,Field,NULL,20,92,Level 22
95,28,Sandslash,Mouse Pokemon,Alola,94,NULL,12,550,Ice,Steel,Snow Cloak,Boosts evasiveness in a hailstorm,NULL,NULL,Slush Rush,Boosts the Pokémons Speed stat in a hailstorm,NULL,NULL,50,50,70,Sun,Alola,75,100,120,25,65,65,0,0,2,0,0,0,90,Medium Fast,1000000,158,Field,NULL,20,93,Ice Stone
96,52,Meowth,Scratch Cat Pokemon,NULL,NULL,NULL,04,42,Normal,NULL,Pickup,The Pokémon may pick up the item an opposing Pokémon used during a battle It may pick up items outside of battle too,Technician,Powers up the Pokémons weaker moves,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,70,Red,Kanto,40,45,35,40,40,90,0,0,0,0,0,1,255,Medium Fast,1000000,58,Field,NULL,20,NULL,NULL
97,52,Meowth,Scratch Cat Pokemon,Alola,96,NULL,04,42,Dark,NULL,Pickup,The Pokémon may pick up the item an opposing Pokémon used during a battle It may pick up items outside of battle too,Technician,Powers up the Pokémons weaker moves,Rattled,Dark Ghost and Bugtype moves scare the Pokémon and boost its Speed stat,NULL,NULL,50,50,70,Sun,Alola,40,35,35,50,40,90,0,0,0,0,0,1,255,Medium Fast,1000000,58,Field,NULL,20,NULL,NULL
98,52,Meowth,Scratch Cat Pokemon,Galar,96,NULL,04,75,Steel,NULL,Pickup,The Pokémon may pick up the item an opposing Pokémon used during a battle It may pick up items outside of battle too,Tough Claws,Powers up moves that make direct contact,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,70,Sword,Galar,50,65,55,40,40,40,0,0,0,0,0,1,255,Medium Fast,1000000,58,Field,NULL,20,NULL,NULL
99,863,Perrserker,Viking Pokemon,NULL,NULL,NULL,08,280,Steel,NULL,Battle Armor,Hard armor protects the Pokémon from critical hits,Tough Claws,Powers up moves that make direct contact,Steely Spirit,Powers up ally Pokémons Steeltype moves,NULL,NULL,50,50,50,Sword,Galar,70,110,100,50,60,50,0,2,0,0,0,0,90,Medium Fast,1000000,154,Field,NULL,20,98,Level 28
100,53,Persian,Classy Cat Pokemon,NULL,NULL,NULL,10,320,Normal,NULL,Limber,Its limber body protects the Pokémon from paralysis,Technician,Powers up the Pokémons weaker moves,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,70,Red,Kanto,65,70,60,65,65,115,0,0,0,0,0,2,90,Medium Fast,1000000,154,Field,NULL,20,96,Level 28
101,53,Persian,Classy Cat Pokemon,Alola,100,NULL,11,330,Dark,NULL,Fur Coat,Halves the damage from physical moves,Technician,Powers up the Pokémons weaker moves,Rattled,Dark Ghost and Bugtype moves scare the Pokémon and boost its Speed stat,NULL,NULL,50,50,70,Sun,Alola,65,60,60,75,65,115,0,0,0,0,0,2,90,Medium Fast,1000000,154,Field,NULL,20,97,NULL
102,54,Psyduck,Duck Pokemon,NULL,NULL,NULL,08,196,Water,NULL,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,Cloud Nine,Eliminates the effects of weather,Swift Swim,Boosts the Pokémons Speed stat in rain,NULL,NULL,50,50,70,Red,Kanto,50,52,48,65,50,55,0,0,0,1,0,0,190,Medium Fast,1000000,64,Water 1,Field,20,NULL,NULL
105,101,Electrode,Ball Pokemon,NULL,NULL,NULL,12,666,Electric,NULL,Soundproof,Soundproofing gives the Pokémon full immunity to all soundbased moves,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit,NULL,NULL,0,0,70,Red,Kanto,60,50,70,80,80,150,0,0,0,0,0,2,60,Medium Fast,1000000,172,Mineral,NULL,20,47,Level 30
136,102,Exeggcute,Egg Pokemon,NULL,NULL,NULL,04,25,Grass,Psychic,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,NULL,NULL,Harvest,May create another Berry after one is used,NULL,NULL,50,50,70,Red,Kanto,60,40,80,60,45,40,0,0,1,0,0,0,90,Slow,1250000,65,Grass,NULL,20,NULL,NULL
137,103,Exeggutor,Coconut Pokemon,NULL,NULL,NULL,20,1200,Grass,Psychic,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,NULL,NULL,Harvest,May create another Berry after one is used,NULL,NULL,50,50,70,Red,Kanto,95,95,85,125,75,55,0,0,0,2,0,0,45,Slow,1250000,186,Grass,NULL,20,136,Leaf Stone
138,104,Cubone,Lonely Pokemon,NULL,NULL,NULL,04,65,Ground,NULL,Rock Head,Protects the Pokémon from recoil damage,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,Battle Armor,Hard armor protects the Pokémon from critical hits,NULL,NULL,50,50,70,Red,Kanto,50,50,95,40,50,35,0,0,1,0,0,0,190,Medium Fast,1000000,64,Monster,NULL,20,NULL,NULL
139,105,Marowak,Bone Keeper Pokemon,NULL,NULL,NULL,10,450,Ground,NULL,Rock Head,Protects the Pokémon from recoil damage,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,Battle Armor,Hard armor protects the Pokémon from critical hits,NULL,NULL,50,50,70,Red,Kanto,60,80,110,50,80,45,0,0,2,0,0,0,75,Medium Fast,1000000,149,Monster,NULL,20,138,Level 28
140,106,Hitmonlee,Kicking Pokemon,NULL,NULL,NULL,15,498,Fighting,NULL,Limber,Its limber body protects the Pokémon from paralysis,Reckless,Powers up moves that have recoil damage,Unburden,Boosts the Speed stat if the Pokémons held item is used or lost,NULL,NULL,100,0,70,Red,Kanto,50,120,53,35,110,87,0,2,0,0,0,0,45,Medium Fast,1000000,159,HumanLike,NULL,25,360,Level 20 With Attack  Defense
141,107,Hitmonchan,Punching Pokemon,NULL,NULL,NULL,14,502,Fighting,NULL,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Iron Fist,Powers up punching moves,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,NULL,NULL,100,0,70,Red,Kanto,50,105,79,35,110,76,0,0,0,0,2,0,45,Medium Fast,1000000,159,HumanLike,NULL,25,360,Level 20 With Attack  Defense
142,108,Lickitung,Licking Pokemon,NULL,NULL,NULL,12,655,Normal,NULL,Own Tempo,This Pokémon has its own tempo and that prevents it from becoming confused,Oblivious,The Pokémon is oblivious and that keeps it from being infatuated or falling for taunts,Cloud Nine,Eliminates the effects of weather,NULL,NULL,50,50,70,Red,Kanto,90,55,75,60,75,30,2,0,0,0,0,0,45,Medium Fast,1000000,77,Monster,NULL,20,NULL,NULL
143,109,Koffing,Poison Gas Pokemon,NULL,NULL,NULL,06,10,Poison,NULL,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,Neutralizing Gas,If the Pokémon with Neutralizing Gas is in the battle the effects of all Pokémons Abilities will be nullified or will not be triggered,Stench,By releasing stench when attacking this Pokémon may cause the target to flinch,NULL,NULL,50,50,70,Red,Kanto,40,65,95,60,45,35,0,0,1,0,0,0,190,Medium Fast,1000000,68,Amorphous,NULL,20,NULL,NULL
144,110,Weezing,Poison Gas Pokemon,NULL,NULL,NULL,12,95,Poison,NULL,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,Neutralizing Gas,If the Pokémon with Neutralizing Gas is in the battle the effects of all Pokémons Abilities will be nullified or will not be triggered,Stench,By releasing stench when attacking this Pokémon may cause the target to flinch,NULL,NULL,50,50,70,Red,Kanto,65,90,120,85,70,60,0,0,2,0,0,0,60,Medium Fast,1000000,172,Amorphous,NULL,20,143,Level 35
145,111,Rhyhorn,Spikes Pokemon,NULL,NULL,NULL,10,1150,Ground,Rock,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,Rock Head,Protects the Pokémon from recoil damage,Reckless,Powers up moves that have recoil damage,NULL,NULL,50,50,70,Red,Kanto,80,85,95,30,30,25,0,0,1,0,0,0,120,Slow,1250000,69,Monster,Field,20,NULL,NULL
146,112,Rhydon,Drill Pokemon,NULL,NULL,NULL,19,1200,Ground,Rock,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,Rock Head,Protects the Pokémon from recoil damage,Reckless,Powers up moves that have recoil damage,NULL,NULL,50,50,70,Red,Kanto,105,130,120,45,45,40,0,2,0,0,0,0,60,Slow,1250000,170,Monster,Field,20,145,Level 42
147,113,Chansey,Egg Pokemon,NULL,NULL,NULL,11,346,Normal,NULL,Natural Cure,All status conditions heal when the Pokémon switches out,Serene Grace,Boosts the likelihood of additional effects occurring when attacking,Healer,Sometimes heals an allys status condition,NULL,NULL,0,100,140,Red,Kanto,250,5,5,35,105,50,2,0,0,0,0,0,30,Fast,800000,395,Fairy,NULL,40,638,Holding An Oval Stone During The Day
148,114,Tangela,Vine Pokemon,NULL,NULL,NULL,10,350,Grass,NULL,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Leaf Guard,Prevents status conditions in harsh sunlight,Regenerator,Restores a little HP when withdrawn from battle,NULL,NULL,50,50,70,Red,Kanto,65,55,115,100,40,60,0,0,1,0,0,0,45,Medium Fast,1000000,87,Grass,NULL,20,NULL,NULL
211,115,Kangaskhan,Parent Pokemon,NULL,NULL,NULL,22,800,Normal,NULL,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Scrappy,The Pokémon can hit Ghosttype Pokémon with Normal and Fightingtype moves,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,NULL,NULL,0,100,70,Red,Kanto,105,95,80,40,80,90,2,0,0,0,0,0,45,Medium Fast,1000000,172,Monster,NULL,20,NULL,NULL
212,116,Horsea,Dragon Pokemon,NULL,NULL,NULL,04,80,Water,NULL,Swift Swim,Boosts the Pokémons Speed stat in rain,Sniper,Powers up moves if they become critical hits when attacking,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,NULL,NULL,50,50,70,Red,Kanto,30,40,70,70,25,60,0,0,0,1,0,0,225,Medium Fast,1000000,59,Water 1,Dragon,20,NULL,NULL
213,117,Seadra,Dragon Pokemon,NULL,NULL,NULL,12,250,Water,NULL,Poison Point,Contact with the Pokémon may poison the attacker,Sniper,Powers up moves if they become critical hits when attacking,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,NULL,NULL,50,50,70,Red,Kanto,55,65,95,95,45,85,0,0,1,1,0,0,75,Medium Fast,1000000,154,Water 1,Dragon,20,212,Level 32
214,118,Goldeen,Goldfish Pokemon,NULL,NULL,NULL,06,150,Water,NULL,Swift Swim,Boosts the Pokémons Speed stat in rain,Water Veil,The Pokémon is covered with a water veil which prevents the Pokémon from getting a burn,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,NULL,NULL,50,50,70,Red,Kanto,45,67,60,35,50,63,0,1,0,0,0,0,225,Medium Fast,1000000,64,Water 2,NULL,20,NULL,NULL
215,119,Seaking,Goldfish Pokemon,NULL,NULL,NULL,13,390,Water,NULL,Swift Swim,Boosts the Pokémons Speed stat in rain,Water Veil,The Pokémon is covered with a water veil which prevents the Pokémon from getting a burn,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,NULL,NULL,50,50,70,Red,Kanto,80,92,65,65,80,68,0,2,0,0,0,0,60,Medium Fast,1000000,158,Water 2,NULL,20,214,Level 33
216,120,Staryu,Star Shape Pokemon,NULL,NULL,NULL,08,345,Water,NULL,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings,Natural Cure,All status conditions heal when the Pokémon switches out,Analytic,Boosts move power when the Pokémon moves last,NULL,NULL,0,0,70,Red,Kanto,30,45,55,70,55,85,0,0,0,0,0,1,225,Slow,1250000,68,Water 3,NULL,20,NULL,NULL
